tract,med_hh_income,med_hh_income_universe,ami_category,below_med_income,below_60pct_med_income,below_moderate_income,sup_dist,csa,spa,ESRI_OID,Shape__Area,Shape__Length
06037296901,48750,1568,Very Low Income,Yes,No,Yes,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,4340,6646845.77246094,11354.5882494569
06037296902,52217,1571,Very Low Income,Yes,No,Yes,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,4341,5307206.01660156,12001.5108092818
06037297001,195064,588,Above Moderate Income,No,No,No,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,4342,7727721.953125,13925.1022189438
06037297002,102658,1735,Above Moderate Income,No,No,No,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,4343,8142216.15917969,12365.4578220629
06037297110,42679,1560,Very Low Income,Yes,Yes,Yes,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,4344,5247384.73339844,9163.59535042203
06037297120,52000,1046,Very Low Income,Yes,No,Yes,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,4345,4725188.26855469,9976.87434101229
06037297201,59189,1465,Low Income,Yes,No,Yes,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,4346,4350600.56152344,8255.81156735079
06037297202,74567,1545,Low Income,Yes,No,Yes,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,4347,6198576.31445313,9987.20326031183
06037297300,128068,784,Above Moderate Income,No,No,No,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,4348,13002515.0068359,18304.1123726896
06037297400,70729,1669,Low Income,Yes,No,Yes,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,4349,21748189.8105469,20186.8909832259
06037297501,120577,1110,Above Moderate Income,No,No,No,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,4350,11662627.6591797,20684.3004511349
06037297502,80109,996,Low Income,No,No,Yes,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,4351,10264962.3251953,17170.9339677525
06037297601,59047,1271,Very Low Income,Yes,No,Yes,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,4352,7882240.13085938,18202.0293998733
06037297602,78276,1650,Low Income,Yes,No,Yes,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,4353,6574072.35644531,12185.2949727239
06037300100,140665,2079,Above Moderate Income,No,No,No,District 5,Unincorporated - La Crescenta-Montrose,SPA 2 - San Fernando,4354,50630231.2851563,29108.2307244833
06037535605,52653,1136,Very Low Income,Yes,No,Yes,District 4,City of South Gate,SPA 7 - East,4355,5055926.07910156,9024.05411297362
06037535606,61683,465,Low Income,Yes,No,Yes,District 4,City of South Gate,SPA 7 - East,4356,2008256.80175781,7507.39493532745
06037535607,47453,1008,Very Low Income,Yes,Yes,Yes,District 4,City of South Gate,SPA 7 - East,4357,10187615.6337891,13749.3639971588
06037535701,52625,1403,Very Low Income,Yes,No,Yes,District 4,City of South Gate,SPA 7 - East,4358,8294404.52539063,12500.9087379237
06037535702,59538,1426,Low Income,Yes,No,Yes,District 4,City of South Gate,SPA 7 - East,4359,10497743.0517578,13524.8982923
06037535802,56156,1531,Very Low Income,Yes,No,Yes,District 4,City of South Gate,SPA 7 - East,4360,8391119.32910156,12103.7509265364
06037535803,51944,978,Very Low Income,Yes,No,Yes,District 4,City of South Gate,SPA 7 - East,4361,4553486.28515625,8613.22758336609
06037535804,48176,1428,Very Low Income,Yes,No,Yes,District 4,City of South Gate,SPA 7 - East,4362,5288366.11523438,9663.01440527704
06037535901,50219,1622,Very Low Income,Yes,No,Yes,District 4,City of South Gate,SPA 7 - East,4363,9060493.9453125,13205.0547713489
06037535902,73218,1423,Low Income,Yes,No,Yes,District 4,City of South Gate,SPA 7 - East,4364,10888500.5654297,13459.5305001904
06037536000,51625,995,Very Low Income,Yes,No,Yes,District 4,City of South Gate,SPA 7 - East,4365,14069000.7373047,16146.07361021
06037536102,65625,1021,Low Income,Yes,No,Yes,District 4,City of South Gate,SPA 7 - East,4366,33040609.5302734,27490.5191921895
06037536103,62447,1452,Low Income,Yes,No,Yes,District 4,City of South Gate,SPA 7 - East,4367,12693454.578125,16298.5939440098
06037536104,60885,1030,Low Income,Yes,No,Yes,District 4,City of South Gate,SPA 7 - East,4368,21172212.0742188,25612.2137965433
06037536201,65592,855,Low Income,Yes,No,Yes,District 4,City of South Gate,SPA 7 - East,4369,16114744.6787109,21133.744326185
06037536202,64004,1223,Low Income,Yes,No,Yes,District 4,City of South Gate,SPA 7 - East,4370,9922320.66699219,18942.3483071415
06037540000,59484,1561,Low Income,Yes,No,Yes,District 4,City of Lynwood,SPA 6 - South,4371,15731993.8496094,17358.5622202242
06037540101,75938,1542,Low Income,Yes,No,Yes,District 4,City of Lynwood,SPA 6 - South,4372,13515705.4804688,17137.7930298487
06037540102,63750,1363,Low Income,Yes,No,Yes,District 4,City of Lynwood,SPA 6 - South,4373,13430162.2333984,15514.7438943585
06037540201,37014,557,Very Low Income,Yes,Yes,Yes,District 4,City of Lynwood,SPA 6 - South,4374,2916699.36230469,9320.43396367054
06037540202,42354,1576,Very Low Income,Yes,Yes,Yes,District 4,City of Lynwood,SPA 6 - South,4375,8143642.64160156,12475.4737665122
06037540203,50810,1315,Very Low Income,Yes,No,Yes,District 4,City of Lynwood,SPA 6 - South,4376,9713671.87402344,13102.7283280525
06037540300,72822,1221,Low Income,Yes,No,Yes,District 4,City of Lynwood,SPA 6 - South,4377,16607624.8427734,21765.828756423
06037540400,46033,457,Very Low Income,Yes,Yes,Yes,District 2,Unincorporated - Willowbrook,SPA 6 - South,4378,3656503.84277344,8136.36048659801
06037540501,60233,937,Low Income,Yes,No,Yes,District 4,City of Lynwood,SPA 6 - South,4379,15339808.3837891,18692.5478394462
06037540502,46534,1645,Very Low Income,Yes,Yes,Yes,District 4,City of Lynwood,SPA 6 - South,4380,6467856.24316406,11050.2697032851
06037540600,34213,1119,Extremely Low Income,Yes,Yes,Yes,District 2,Unincorporated - Willowbrook,SPA 6 - South,4381,10115875.4443359,12908.2712282411
06037540700,51908,823,Very Low Income,Yes,No,Yes,District 2,Unincorporated - Willowbrook,SPA 6 - South,4382,12451365.875,16110.9149329034
06037540800,69000,1486,Low Income,Yes,No,Yes,District 2,Unincorporated - Willowbrook,SPA 6 - South,4383,21474173.1484375,26165.6077185058
06037540901,47865,1213,Very Low Income,Yes,Yes,Yes,District 2,Unincorporated - Athens Village,SPA 6 - South,4384,12526769.5205078,15464.5633193503
06037540902,75074,1503,Low Income,Yes,No,Yes,District 2,Unincorporated - Willowbrook,SPA 6 - South,4385,27087853.2099609,20788.5517297123
06037541003,64009,1320,Low Income,Yes,No,Yes,District 2,City of Carson,SPA 8 - South Bay,4386,65071048.4042969,36459.8219609966
06037541100,64464,878,Low Income,Yes,No,Yes,District 2,Unincorporated - Rosewood/West Rancho Dominguez,SPA 6 - South,4387,13400387.3300781,15487.6960889612
06037541200,90328,1819,Low Income,No,No,Yes,District 2,City of Compton,SPA 6 - South,4388,22820622.3730469,22847.3633223332
06037541300,63199,1403,Low Income,Yes,No,Yes,District 2,City of Compton,SPA 6 - South,4389,14735994.7792969,15720.0029452793
06037541401,37944,948,Very Low Income,Yes,Yes,Yes,District 2,Unincorporated - Willowbrook,SPA 6 - South,4390,6084084.04296875,10710.8836128399
06037541402,56713,841,Very Low Income,Yes,No,Yes,District 2,Unincorporated - Willowbrook,SPA 6 - South,4391,3682481.50292969,8042.9413484429
06037535604,55543,1040,Very Low Income,Yes,No,Yes,District 4,City of South Gate,SPA 7 - East,4392,4754889.28710938,9739.58851531031
06037541500,50385,1390,Very Low Income,Yes,No,Yes,District 2,Unincorporated - Willowbrook,SPA 6 - South,4393,9177606.30664063,13093.5093235715
06037541603,42155,692,Very Low Income,Yes,Yes,Yes,District 2,City of Compton,SPA 6 - South,4394,13744580.5742188,20299.3291302967
06037541604,43221,1359,Very Low Income,Yes,Yes,Yes,District 2,City of Compton,SPA 6 - South,4395,8878693.57421875,12166.5958725591
06037541605,50457,1404,Very Low Income,Yes,No,Yes,District 2,City of Compton,SPA 6 - South,4396,9383094.68359375,13902.4380705955
06037541606,40134,637,Very Low Income,Yes,Yes,Yes,District 2,City of Compton,SPA 6 - South,4397,3681001.55957031,8136.35760321857
06037920121,135132,2780,Above Moderate Income,No,No,No,District 5,City of Santa Clarita,SPA 2 - San Fernando,4398,131352563.149414,62515.4646929469
06037920200,,0,,,,,District 5,Unincorporated - Castaic,SPA 2 - San Fernando,4399,122208670.118164,64176.7215844975
06037920303,98533,635,Above Moderate Income,No,No,No,District 5,Unincorporated - Twin Lakes/Oat Mountain,SPA 2 - San Fernando,4400,555261931.875977,133944.661145482
06037920312,79444,2122,Low Income,Yes,No,Yes,District 5,City of Santa Clarita,SPA 2 - San Fernando,4401,146483127.176758,58180.0679064136
06037920313,111711,1480,Above Moderate Income,No,No,No,District 5,City of Santa Clarita,SPA 2 - San Fernando,4402,30880277.3359375,24539.5404325498
06037920314,114205,945,Above Moderate Income,No,No,No,District 5,City of Santa Clarita,SPA 2 - San Fernando,4403,121727105.556641,51654.5045268018
06037920322,76012,927,Low Income,Yes,No,Yes,District 5,City of Santa Clarita,SPA 2 - San Fernando,4404,11244955.09375,15123.4480691527
06037920326,113614,2293,Above Moderate Income,No,No,No,District 5,Unincorporated - Stevenson Ranch,SPA 2 - San Fernando,4405,789564921.265625,158899.797404174
06037920328,113958,781,Above Moderate Income,No,No,No,District 5,City of Santa Clarita,SPA 2 - San Fernando,4406,25126407.4609375,20571.9227312617
06037920329,94712,2633,Moderate Income,No,No,Yes,District 5,City of Santa Clarita,SPA 2 - San Fernando,4407,23809356.7939453,20714.2076178976
06037920330,93051,1685,Low Income,No,No,Yes,District 5,City of Santa Clarita,SPA 2 - San Fernando,4408,34776569.5556641,23769.1294831108
06037920331,101706,1152,Above Moderate Income,No,No,No,District 5,City of Santa Clarita,SPA 2 - San Fernando,4409,15921174.3320313,16366.54022743
06037920332,108015,559,Above Moderate Income,No,No,No,District 5,City of Santa Clarita,SPA 2 - San Fernando,4410,41856267.9570313,31938.4954733242
06037920334,85857,2258,Low Income,No,No,Yes,District 5,City of Santa Clarita,SPA 2 - San Fernando,4411,29473410.9335938,22094.5968558888
06037920338,148333,1698,Above Moderate Income,No,No,No,District 5,Unincorporated - Stevenson Ranch,SPA 2 - San Fernando,4412,39962443.5634766,33327.796354385
06037920339,141534,2649,Above Moderate Income,No,No,No,District 5,Unincorporated - Stevenson Ranch,SPA 2 - San Fernando,4413,367415517.916992,86610.7966675035
06037920340,88787,731,Low Income,No,No,Yes,District 5,City of Santa Clarita,SPA 2 - San Fernando,4414,11595952.515625,16582.7986738833
06037920341,48721,770,Very Low Income,Yes,No,Yes,District 5,City of Santa Clarita,SPA 2 - San Fernando,4415,6274211.08984375,13127.2809830255
06037920342,59861,832,Low Income,Yes,No,Yes,District 5,City of Santa Clarita,SPA 2 - San Fernando,4416,8840996.37597656,14450.5843487166
06037920343,50000,1180,Very Low Income,Yes,No,Yes,District 5,City of Santa Clarita,SPA 2 - San Fernando,4417,10721276.8681641,14219.9659096415
06037930400,102778,384,Above Moderate Income,No,No,No,District 5,Unincorporated - Angeles National Forest,SPA 3 - San Gabriel,4418,16086908851.0566,915242.57711226
06037980001,,0,,,,,District 5,City of Burbank,SPA 2 - San Fernando,4419,25081050.3935547,22534.6564883518
06037980002,,0,,,,,District 2,City of Carson,SPA 8 - South Bay,4420,75079609.0625,37687.1476918256
06037980003,,0,,,,,District 5,Unincorporated - South Edwards,SPA 1 - Antelope Valley,4421,2082304898.10547,272360.490530011
06037980004,,0,,,,,District 5,City of Palmdale,SPA 1 - Antelope Valley,4422,385849268.381836,88089.895702149
06037980005,,0,,,,,District 4,City of Torrance,SPA 8 - South Bay,4423,43631570.890625,31657.9908832079
06037980006,,0,,,,,District 4,City of Long Beach,SPA 8 - South Bay,4424,36204422.0810547,38004.9762640189
06037980007,,0,,,,,District 4,City of Long Beach,SPA 8 - South Bay,4425,29099378.9892578,24048.956278432
06037980008,,17,,,,,District 3,Los Angeles - Van Nuys,SPA 2 - San Fernando,4426,36520470.2470703,33527.7366622888
06037980009,,0,,,,,District 5,Los Angeles - Los Feliz,SPA 4 - Metro,4427,228426493.782227,78138.6017430041
06037980010,31875,60,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Elysian Park,SPA 4 - Metro,4428,41576170.8603516,34977.5763790866
06037980011,18021,27,Extremely Low Income,Yes,Yes,Yes,District 4,City of Long Beach,SPA 8 - South Bay,4429,14668888.9296875,17562.2483186791
06037980012,,0,,,,,District 4,City of Downey,SPA 7 - East,4430,9903053.64648438,15069.521687285
06037980013,,0,,,,,District 2,City of El Segundo,SPA 8 - South Bay,4431,57052445.9326172,33824.6239835339
06037980014,,11,,,,,District 4,Los Angeles - Wilmington,SPA 8 - South Bay,4432,80461949.7607422,67612.0053987752
06037980015,40938,444,Very Low Income,Yes,Yes,Yes,District 4,Los Angeles - Harbor City,SPA 8 - South Bay,4433,57231543.6953125,34862.5883805125
06037980016,59250,71,Low Income,Yes,No,Yes,District 4,City of Vernon,SPA 7 - East,4434,144642238.019531,75410.793494514
06037980017,45250,36,Very Low Income,Yes,Yes,Yes,District 3,Unincorporated - West LA,SPA 5 - West,4435,25671852.0683594,29447.0474486601
06037980018,,0,,,,,District 4,City of Long Beach,SPA 8 - South Bay,4436,79692947.4589844,54854.5954123555
06037980019,250001,37,Above Moderate Income,No,No,No,District 3,Los Angeles - Palisades Highlands,SPA 5 - West,4437,476424607.666016,149651.651162159
06037980020,,0,,,,,District 5,Los Angeles - Sun Valley,SPA 2 - San Fernando,4438,91784364.7324219,60339.1105466521
06037980021,,14,,,,,District 5,Los Angeles - Lakeview Terrace,SPA 2 - San Fernando,4439,75088401.3544922,50381.1034706712
06037980022,,0,,,,,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,4440,69407220.2197266,41500.6679567414
06037183701,65313,1316,Low Income,Yes,No,Yes,District 1,Los Angeles - Highland Park,SPA 4 - Metro,4441,5759863.95214844,12281.6783693321
06037183702,86719,1128,Low Income,No,No,Yes,District 1,Los Angeles - Highland Park,SPA 4 - Metro,4442,9524021.35644531,16581.6977553202
06037183810,61250,1436,Low Income,Yes,No,Yes,District 1,Los Angeles - Highland Park,SPA 4 - Metro,4443,4841193.90625,10223.5575324231
06037183820,58100,1224,Very Low Income,Yes,No,Yes,District 1,Los Angeles - Highland Park,SPA 4 - Metro,4444,3348964.75683594,10238.0525256081
06037185101,88400,974,Low Income,No,No,Yes,District 1,Los Angeles - Mt. Washington,SPA 4 - Metro,4445,8706618.6171875,16955.1758641549
06037185102,145088,1436,Above Moderate Income,No,No,No,District 1,Los Angeles - Mt. Washington,SPA 4 - Metro,4446,15935927.7646484,25632.9478986604
06037185202,90529,1501,Low Income,No,No,Yes,District 1,Los Angeles - Mt. Washington,SPA 4 - Metro,4447,13003386.1513672,16277.4176158216
06037185203,70096,891,Low Income,Yes,No,Yes,District 1,Los Angeles - Mt. Washington,SPA 4 - Metro,4448,5849916.31347656,11295.9241067246
06037185204,90000,730,Low Income,No,No,Yes,District 1,Los Angeles - Mt. Washington,SPA 4 - Metro,4449,10302996.2949219,15511.267660801
06037185310,67076,907,Low Income,Yes,No,Yes,District 1,Los Angeles - Mt. Washington,SPA 4 - Metro,4450,4461664.13867188,11883.4618369467
06037185320,51042,895,Very Low Income,Yes,No,Yes,District 1,Los Angeles - Elysian Valley,SPA 4 - Metro,4451,6087527.24414063,12706.7796331789
06037186100,100074,1874,Above Moderate Income,No,No,No,District 1,Los Angeles - Glassell Park,SPA 4 - Metro,4452,14122828.8623047,20374.1402029873
06037186201,72875,1278,Low Income,Yes,No,Yes,District 1,Los Angeles - Glassell Park,SPA 4 - Metro,4453,5351125.640625,11939.7884138328
06037186202,83836,657,Low Income,No,No,Yes,District 1,Los Angeles - Glassell Park,SPA 4 - Metro,4454,4556332.90234375,10534.9440301861
06037186203,115074,1082,Above Moderate Income,No,No,No,District 1,Los Angeles - Glassell Park,SPA 4 - Metro,4455,9091855.96191406,15362.2422444838
06037186301,64018,833,Low Income,Yes,No,Yes,District 1,Los Angeles - Glassell Park,SPA 4 - Metro,4456,12733089.0205078,17741.0328826998
06037186302,90694,1915,Low Income,No,No,Yes,District 1,Los Angeles - Glassell Park,SPA 4 - Metro,4457,18285481.2548828,17522.4869268294
06037186401,45833,926,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Glassell Park,SPA 4 - Metro,4458,10153015.2041016,17566.2362464362
06037186403,64412,826,Low Income,Yes,No,Yes,District 1,Los Angeles - Glassell Park,SPA 4 - Metro,4459,5905691.16210938,11856.9365900635
06037186404,62264,771,Low Income,Yes,No,Yes,District 1,Los Angeles - Glassell Park,SPA 4 - Metro,4460,4284252.16699219,8709.72383418137
06037187101,84531,1217,Low Income,No,No,Yes,District 1,Los Angeles - Atwater Village,SPA 4 - Metro,4461,8510001.00878906,12901.7977755606
06037187102,67617,1631,Low Income,Yes,No,Yes,District 1,Los Angeles - Atwater Village,SPA 4 - Metro,4462,23601872.3935547,38158.386776357
06037187200,79327,1047,Low Income,Yes,No,Yes,District 1,Los Angeles - Silverlake,SPA 4 - Metro,4463,10210252.3818359,15467.5780244728
06037187300,97813,1593,Above Moderate Income,No,No,No,District 1,Los Angeles - Silverlake,SPA 4 - Metro,4464,12573329.3251953,19425.3950009606
06037188100,57350,1909,Very Low Income,Yes,No,Yes,District 1,Los Angeles - Atwater Village,SPA 4 - Metro,4465,22650892.6425781,25920.7016042529
06037188201,88786,1706,Low Income,No,No,Yes,District 5,Los Angeles - Los Feliz,SPA 4 - Metro,4466,8583742.65429688,16919.4880772854
06037188202,119176,1263,Above Moderate Income,No,No,No,District 5,Los Angeles - Los Feliz,SPA 4 - Metro,4467,8230132.95410156,11771.5390102853
06037188300,111489,1386,Above Moderate Income,No,No,No,District 1,Los Angeles - Atwater Village,SPA 4 - Metro,4468,9856462.60546875,12658.9739774197
06037189101,92404,1253,Low Income,No,No,Yes,District 5,Los Angeles - Los Feliz,SPA 4 - Metro,4469,4253805.29394531,8256.53598815435
06037189102,95000,1960,Moderate Income,No,No,Yes,District 5,Los Angeles - Los Feliz,SPA 4 - Metro,4470,6905576.16113281,12037.6426847834
06037189201,48103,1799,Very Low Income,Yes,No,Yes,District 5,Los Angeles - Los Feliz,SPA 4 - Metro,4471,3506033.15039063,7950.82396758715
06037189202,122188,1261,Above Moderate Income,No,No,No,District 5,Los Angeles - Los Feliz,SPA 4 - Metro,4472,11036873.8701172,16286.4902629299
06037189300,156827,1472,Above Moderate Income,No,No,No,District 5,Los Angeles - Los Feliz,SPA 4 - Metro,4473,20565714.21875,24814.66324379
06037189400,156161,1531,Above Moderate Income,No,No,No,District 5,Los Angeles - Hollywood Hills,SPA 4 - Metro,4474,15507607.5332031,23706.4366035619
06037189501,66071,1394,Low Income,Yes,No,Yes,District 5,Los Angeles - Hollywood Hills,SPA 4 - Metro,4475,3813790.65429688,8060.13387485492
06037189502,55694,1331,Very Low Income,Yes,No,Yes,District 5,Los Angeles - Hollywood Hills,SPA 4 - Metro,4476,2663667.32617188,6911.33444770821
06037189600,67425,1985,Low Income,Yes,No,Yes,District 5,Los Angeles - Hollywood Hills,SPA 4 - Metro,4477,11513193.6787109,18537.8665848204
06037183620,75083,1021,Low Income,Yes,No,Yes,District 1,Los Angeles - Highland Park,SPA 4 - Metro,4478,5605125.85058594,9297.1650994575
06037189702,79536,1392,Low Income,Yes,No,Yes,District 5,Los Angeles - Hollywood Hills,SPA 4 - Metro,4479,15623394.3701172,21310.442275802
06037189703,106970,1028,Above Moderate Income,No,No,No,District 5,Los Angeles - Hollywood Hills,SPA 4 - Metro,4480,35757590.5917969,39992.7994355026
06037189704,108430,752,Above Moderate Income,No,No,No,District 5,Los Angeles - Hollywood Hills,SPA 4 - Metro,4481,11045948.9824219,22924.2420237797
06037189801,80663,1248,Low Income,No,No,Yes,District 3,Los Angeles - Hollywood,SPA 4 - Metro,4482,4463763.625,9921.86129698303
06037189802,64489,1192,Low Income,Yes,No,Yes,District 3,Los Angeles - Hollywood,SPA 4 - Metro,4483,3406698.64941406,7860.66123616228
06037300200,106490,1853,Above Moderate Income,No,No,No,District 5,Unincorporated - La Crescenta-Montrose,SPA 2 - San Fernando,4484,20837820.0449219,21680.3601843483
06037300301,112424,2026,Above Moderate Income,No,No,No,District 5,City of Glendale,SPA 2 - San Fernando,4485,66005815.6113281,40754.6130418474
06037300400,93077,2034,Low Income,No,No,Yes,District 5,City of Glendale,SPA 2 - San Fernando,4486,21730494.8818359,23706.5540324055
06037300501,104926,1047,Above Moderate Income,No,No,No,District 5,Unincorporated - La Crescenta-Montrose,SPA 2 - San Fernando,4487,13649413.2626953,19872.2777149997
06037300503,63669,2253,Low Income,Yes,No,Yes,District 5,Unincorporated - La Crescenta-Montrose,SPA 2 - San Fernando,4488,11694890.0175781,15544.8928487389
06037300601,83053,2157,Low Income,No,No,Yes,District 5,City of Glendale,SPA 2 - San Fernando,4489,7845815.15917969,16812.2266766721
06037300602,88403,1409,Low Income,No,No,Yes,District 5,City of Glendale,SPA 2 - San Fernando,4490,16291737.6865234,23229.1637908957
06037300701,131058,2051,Above Moderate Income,No,No,No,District 5,City of Glendale,SPA 2 - San Fernando,4491,144236000.77832,64161.4267480788
06037300702,123445,2436,Above Moderate Income,No,No,No,District 5,City of Glendale,SPA 2 - San Fernando,4492,123675265.754883,65800.8594000404
06037300800,82016,2804,Low Income,No,No,Yes,District 5,City of Glendale,SPA 2 - San Fernando,4493,65833219.5390625,44428.4511174695
06037300901,155882,2058,Above Moderate Income,No,No,No,District 5,City of Glendale,SPA 2 - San Fernando,4494,74916984.6425781,42058.8263463646
06037300902,154185,811,Above Moderate Income,No,No,No,District 5,City of Glendale,SPA 2 - San Fernando,4495,46938618.1005859,36143.0003861748
06037301000,95956,2096,Moderate Income,No,No,Yes,District 5,City of Glendale,SPA 2 - San Fernando,4496,22416556.0009766,20656.0677579936
06037301100,72358,2869,Low Income,Yes,No,Yes,District 5,City of Glendale,SPA 2 - San Fernando,4497,14379263.8154297,18268.5956421446
06037301203,66493,1907,Low Income,Yes,No,Yes,District 5,City of Glendale,SPA 2 - San Fernando,4498,5858005.72460938,10508.1884671843
06037301204,58821,2156,Very Low Income,Yes,No,Yes,District 5,City of Glendale,SPA 2 - San Fernando,4499,4440368.94921875,8676.58345023745
06037301205,102750,722,Above Moderate Income,No,No,No,District 5,City of Glendale,SPA 2 - San Fernando,4500,8346100.02929688,12788.326989283
06037301206,59110,1829,Low Income,Yes,No,Yes,District 5,City of Glendale,SPA 2 - San Fernando,4501,8886947.8125,13369.6077995246
06037301300,121542,700,Above Moderate Income,No,No,No,District 5,City of Glendale,SPA 2 - San Fernando,4502,12607146.0664063,18862.7008962605
06037301400,128889,1306,Above Moderate Income,No,No,No,District 5,City of Glendale,SPA 2 - San Fernando,4503,17216963.6601563,19081.820590301
06037301501,100833,544,Above Moderate Income,No,No,No,District 5,City of Glendale,SPA 2 - San Fernando,4504,6522353.09960938,14080.9308772939
06037301502,48315,2405,Very Low Income,Yes,No,Yes,District 5,City of Glendale,SPA 2 - San Fernando,4505,7276905.86328125,15094.3793869584
06037301601,40154,2317,Very Low Income,Yes,Yes,Yes,District 5,City of Glendale,SPA 2 - San Fernando,4506,24223119.6767578,25957.0826620519
06037301602,70677,1649,Low Income,Yes,No,Yes,District 5,City of Glendale,SPA 2 - San Fernando,4507,10834400.9238281,15313.7457790143
06037301701,80032,1065,Low Income,No,No,Yes,District 5,City of Glendale,SPA 2 - San Fernando,4508,10152082.5361328,15491.4242760212
06037301702,54600,2064,Very Low Income,Yes,No,Yes,District 5,City of Glendale,SPA 2 - San Fernando,4509,8902944.94042969,12255.0779305692
06037301801,55038,2241,Very Low Income,Yes,No,Yes,District 5,City of Glendale,SPA 2 - San Fernando,4510,7768177.19042969,11130.7187741492
06037301802,68875,2101,Low Income,Yes,No,Yes,District 5,City of Glendale,SPA 2 - San Fernando,4511,5105460.74023438,9429.20008497953
06037301901,81362,1891,Low Income,No,No,Yes,District 5,City of Glendale,SPA 2 - San Fernando,4512,4955932.3984375,9778.06337280843
06037301902,63088,1106,Low Income,Yes,No,Yes,District 5,City of Glendale,SPA 2 - San Fernando,4513,6808225.88476563,12623.499916158
06037302002,45565,1760,Very Low Income,Yes,Yes,Yes,District 5,City of Glendale,SPA 2 - San Fernando,4514,5417587.64648438,9619.99139643791
06037302003,52313,1542,Very Low Income,Yes,No,Yes,District 5,City of Glendale,SPA 2 - San Fernando,4515,2544760.93554688,6616.42246697254
06037302004,57500,1606,Very Low Income,Yes,No,Yes,District 5,City of Glendale,SPA 2 - San Fernando,4516,3654738.12988281,7714.90191640677
06037302102,85729,2421,Low Income,No,No,Yes,District 5,City of Glendale,SPA 2 - San Fernando,4517,11202904.7734375,17922.6418211104
06037302103,51000,1874,Very Low Income,Yes,No,Yes,District 5,City of Glendale,SPA 2 - San Fernando,4518,5929508.30957031,9558.60727721666
06037302104,56500,1382,Very Low Income,Yes,No,Yes,District 5,City of Glendale,SPA 2 - San Fernando,4519,6180959.60449219,12259.2202872303
06037302201,26317,1820,Extremely Low Income,Yes,Yes,Yes,District 5,City of Glendale,SPA 2 - San Fernando,4520,5358036.83007813,10678.2493962189
06037302202,40134,1973,Very Low Income,Yes,Yes,Yes,District 5,City of Glendale,SPA 2 - San Fernando,4521,5501323.35742188,10954.1526941282
06037302301,65750,1363,Low Income,Yes,No,Yes,District 5,City of Glendale,SPA 2 - San Fernando,4522,7553840.75097656,13007.8914209014
06037302302,51805,1906,Very Low Income,Yes,No,Yes,District 5,City of Glendale,SPA 2 - San Fernando,4523,6883613.49316406,11786.8055606219
06037302401,61708,2739,Low Income,Yes,No,Yes,District 5,City of Glendale,SPA 2 - San Fernando,4524,14602025.890625,17870.3745272635
06037302503,39838,1409,Very Low Income,Yes,Yes,Yes,District 5,City of Glendale,SPA 2 - San Fernando,4525,3510769.62890625,9965.3078066646
06037302504,41103,1387,Very Low Income,Yes,Yes,Yes,District 5,City of Glendale,SPA 2 - San Fernando,4526,4054922.61621094,11446.0050478371
06037541700,77684,1358,Low Income,Yes,No,Yes,District 4,City of Lynwood,SPA 6 - South,4527,15059394.0341797,17372.4876961692
06037541801,52981,1154,Very Low Income,Yes,No,Yes,District 4,City of Lynwood,SPA 6 - South,4528,7791244.05175781,12002.1876772382
06037541802,57370,1269,Very Low Income,Yes,No,Yes,District 4,City of Lynwood,SPA 6 - South,4529,11836458.5107422,14198.0267900676
06037542000,63668,1087,Low Income,Yes,No,Yes,District 2,City of Compton,SPA 6 - South,4530,10501366.0976563,13785.6147027928
06037542103,51481,774,Very Low Income,Yes,No,Yes,District 2,Unincorporated - East Rancho Dominguez,SPA 6 - South,4531,6167477.34277344,11079.6016326243
06037542104,71397,871,Low Income,Yes,No,Yes,District 2,Unincorporated - East Rancho Dominguez,SPA 6 - South,4532,6239375.56933594,10735.4288502159
06037542105,44899,1101,Very Low Income,Yes,Yes,Yes,District 2,City of Compton,SPA 6 - South,4533,6709867.09082031,12005.1324901385
06037542106,49525,736,Very Low Income,Yes,No,Yes,District 2,City of Compton,SPA 6 - South,4534,9583062.31835938,16999.6694632963
06037542200,58529,1456,Very Low Income,Yes,No,Yes,District 2,City of Compton,SPA 6 - South,4535,14980517.7988281,16778.8553259029
06037542401,54375,1166,Very Low Income,Yes,No,Yes,District 2,City of Compton,SPA 6 - South,4536,13922828.2431641,15742.7331122937
06037542402,70000,884,Low Income,Yes,No,Yes,District 2,City of Compton,SPA 6 - South,4537,17983197.7441406,22638.5520504692
