LocationType,LocationName,Address,Website,Phone,CouncilDistrict,GeoLat,GeoLong
Senior Citizen Centers,LINCOLN PARK SENIOR CITIZEN CENTER,"3501 Valley Blvd, Los Angeles, CA 90031",https://www.laparks.org/scc/lincoln,(213) 847-1726,14,34.0687707,-118.2016976
Skate Parks,LINCOLN PARK SKATE PARK,"3501 Valley Blvd., Los Angeles, CA 90031",https://www.laparks.org/skatepark/lincoln-skate,(213) 847-1726,14,34.0655288,-118.2022052
Parks,LITTLE GREEN ACRES PARK-COMMUNITY GARDEN,"10420 S. Vermont Avenue, Los Angeles, CA 90044",https://www.laparks.org/park/little-green-acres-community-garden,(310) 548-7598,8,33.941726,-118.291268
Parks,LITTLE LANDERS PARK,"10110 Commerce Ave., Tujunga, CA 91402",https://www.laparks.org/park/little-landers,(818) 756-8189,7,34.2526458,-118.2881745
Parks,LOOKOUT POINT PARK,"3515 S. Gaffey St., San Pedro, CA 90731",https://www.laparks.org/park/lookout-point,(310) 556-7598,15,33.7125185,-118.2920363
Free Tennis,LOREN MILLER RECREATION CENTER,"2717 Halldale Ave., Los Angeles, CA 90018",https://www.laparks.org/reccenter/loren-miller,(323) 734-4386,8,34.030323,-118.303155
Recreation Center,LOREN MILLER RECREATION CENTER,"2717 Halldale Ave., Los Angeles, CA 90018",https://www.laparks.org/reccenter/loren-miller,(323) 734-4386,8,34.030323,-118.303155
Museums,LOS ANGELES MARITIME MUSEUM,"Berth 84, Foot of 6th Street, San Pedro, CA 90731",https://www.laparks.org/museum/los-angeles-maritime-museum,,15,33.7387422,-118.2795434
Parks,LOS ANGELES PLAZA PARK (A.K.A. FATHER SERRA PARK),"125 Paseo De La Plaza, Los Angeles, CA 90012",https://www.laparks.org/park/los-angeles-plaza,(213) 485-5572,14,34.0566268,-118.2386828
Parks,LOS ANGELES RIVER & ALISO CREEK CONFLUENCE PARK,"Kittridge St & Archwood St, Reseda, CA 91335",https://www.laparks.org/park/aliso-creek-confluence,,3,34.1901748,-118.5380326
Parks,Los Angeles Sister Cities Plaza,"406 North Gaffey St, Los Angeles, CA 900731",https://www.laparks.org/park/los-angeles-sister-cities-plaza,,15,33.746286,-118.291939
Golf,Los Feliz 3-Par Golf Course,"3207 Los Feliz Blvd. Los Angeles, CA 90039",https://www.laparks.org/golf/los-feliz-3-par-golf-course,,4,34.1233,-118.26858
Recreation Center,LOU COSTELLO JR. RECREATION CENTER,"3141 East Olympic Boulevard, Los Angeles, CA 90023",https://www.laparks.org/reccenter/lou-costello,(213) 485-9111,14,34.0205794,-118.2106816
Parks,LOUISE PARK,"7140 Louise Ave., Van Nuys, CA 91406",https://www.laparks.org/park/louise,(818) 756-8189,12,34.2006285,-118.508657
Historic,LUMMIS HOME AND GARDENS,"200 East Avenue 43, Los Angeles, CA 90031",https://www.laparks.org/historic/lummis-home-and-gardens,(323) 226-1620,1,34.0933347,-118.2070432
Aquatic,MAC ARTHUR PARK LAKE,"653 S. Alvarado St., Los Angeles, CA 90057",https://www.laparks.org/aquatic/mac-arthur-park-lake,213 368-0520,1,34.0580695,-118.2776662
Fishing,MAC ARTHUR PARK LAKE,"653 S. Alvarado St., Los Angeles, CA 90057",https://www.laparks.org/aquatic/mac-arthur-park-lake,213 368-0520,1,34.0580695,-118.2776662
Lake,MAC ARTHUR PARK LAKE,"653 S. Alvarado St., Los Angeles, CA 90057",https://www.laparks.org/aquatic/mac-arthur-park-lake,213 368-0520,1,34.0580695,-118.2776662
Outdoor Fitness,MACARTHUR PARK,"2230 W. 6th St., Los Angeles, CA 90057",https://www.laparks.org/park/macarthur,(213) 368-0520,1,34.0604466,-118.277207
Parks,MACARTHUR PARK,"2230 W. 6th St., Los Angeles, CA 90057",https://www.laparks.org/park/macarthur,(213) 368-0520,1,34.0604466,-118.277207
Outdoor Fitness,MACARTHUR PARK RECREATION CENTER,"2230 W. 6th St., Los Angeles, CA 90057",https://www.laparks.org/reccenter/macarthur,(213) 368-0520,1,34.0604466,-118.277207
Recreation Center,MACARTHUR PARK RECREATION CENTER,"2230 W. 6th St., Los Angeles, CA 90057",https://www.laparks.org/reccenter/macarthur,(213) 368-0520,1,34.0604466,-118.277207
Parks,MADISON WEST PARK,"464 North Madison Ave, Los Angeles CA 90004",https://www.laparks.org/park/madison-west,(213) 485-5572,13,34.079671,-118.28883
Parks,MAE BOYAR PARK,"23936 Highlander Rd., Canoga Park, CA 91307",https://www.laparks.org/park/mae-boyar,(818) 756-8189,3,34.19548914,-118.6466762
Parks,MANDEVILLE CANYON PARK,"2660 N. Westridge Rd., Los Angeles, CA 90049",https://www.laparks.org/park/mandeville-canyon,(310) 836-1040,11,34.08538315,-118.5089287
Summer Pool,MAR VISTA POOL,"11655 Palms Blvd., Los Angeles, CA 90066",https://www.laparks.org/aquatic/summer/mar-vista-pool,(310) 390-2016,11,34.0162662,-118.4294234
Outdoor Fitness,MAR VISTA RECREATION CENTER,"11430 Woodbine Ave., Los Angeles, CA 90066",https://www.laparks.org/reccenter/mar-vista,(310) 398-5982,11,34.017734,-118.428193
Recreation Center,MAR VISTA RECREATION CENTER,"11430 Woodbine Ave., Los Angeles, CA 90066",https://www.laparks.org/reccenter/mar-vista,(310) 398-5982,11,34.017734,-118.428193
Recreation Center,MARTIN J. BOGDANOVICH RECREATION CENTER,"1920 Cumbre Dr. San Pedro, CA 90732",https://www.laparks.org/reccenter/martin-j-bogdanovich,(310) 548-7590,15,33.7300847,-118.319799
Parks,MARTIN LUTHER KING JR. PARK,"3916 South Western Ave., Los Angeles, CA 90062",https://www.laparks.org/park/martin-luther-king-jr,(213) 847-0878,8,34.013919,-118.308543
Recreation Center,MARTIN LUTHER KING JR. RECREATION CENTER,"3916 South Western Ave., Los Angeles, CA 90062",https://www.laparks.org/reccenter/martin-luther-king-jr,(213) 847-0878,8,34.013919,-118.308543
Parks,MASCOT PARK,"Mascot Street and Pickford Street, Los Angeles, CA 90019",https://www.laparks.org/park/mascot,(213) 485-4833,10,34.0409381,-118.341903
Parks,MASON RECREATION CENTER,"10500 Mason Ave., Chatsworth, CA 91311",https://www.laparks.org/reccenter/mason,(818) 998-6377,12,34.2612088,-118.5794005
Playground,MASON RECREATION CENTER,"10500 Mason Ave., Chatsworth, CA 91311",https://www.laparks.org/reccenter/mason,(818) 998-6377,12,34.2612088,-118.5794005
Recreation Center,MASON RECREATION CENTER,"10500 Mason Ave., Chatsworth, CA 91311",https://www.laparks.org/reccenter/mason,(818) 998-6377,12,34.2612088,-118.5794005
Parks,MCGROARTY PARK,"7570 Mcgroarty Terrace, Tujunga, CA 91042",https://www.laparks.org/park/mcgroarty,(818) 756-8189,7,34.2490504,-118.2983389
Outdoor Fitness,MCKINLEY AVENUE PARK,"4916 South Mckinley Avenue, Los Angeles, CA 90011",https://www.laparks.org/park/mckinley-avenue-park,(310) 548-7598,9,33.9987418,-118.2606343
Parks,MCKINLEY AVENUE PARK,"4916 South Mckinley Avenue, Los Angeles, CA 90011",https://www.laparks.org/park/mckinley-avenue-park,(310) 548-7598,9,33.9987418,-118.2606343
Parks,MECCA AVENUE PARK,"5250 Mecca Avenue, Tarzana, CA 91356",https://www.laparks.org/park/mecca-avenue,(818) 756-8189,3,34.1669387,-118.5375255
Parks,MEDIA PARK,"9070 W. Venice Blvd., Culver City, CA 90232",https://www.laparks.org/park/media,(310) 836-1040,5,34.0264535,-118.3929385
Parks,MID VALLEY INTERGENERATIONAL MULTIPURPOSE CENTER,"9540 Van Nuys Blvd, Los Angeles, CA 91402",https://www.laparks.org/mid-valley-intergenerational-multipurpose-center,(818) 756-8189,6,34.243862,-118.449113
Outdoor Fitness,ALBERT PIANTANIDA INTERGENERATIONAL CENTER,"9540 Van Nuys Blvd, Los Angeles, CA 91402",https://www.laparks.org/scc/midvalley,(818) 756-8189,6,34.2299606,-118.4577981
Senior Citizen Centers,ALBERT PIANTANIDA INTERGENERATIONAL CENTER,"9540 Van Nuys Blvd, Los Angeles, CA 91402",https://www.laparks.org/scc/midvalley,(818) 756-8189,6,34.2299606,-118.4577981
Parks,MONTECILLO DE LEO POLITI PARK,"On Stadium between Scott Road & Academy Road, Los Angeles, CA 90012",https://www.laparks.org/park/montecillo-de-leo-politi,(213) 485-5572,1,34.0782549,-118.2466006
Free Tennis,MONTECITO HEIGHTS RECREATION CENTER,"4545 Homer St., Los Angeles, CA 90031",https://www.laparks.org/reccenter/montecito-heights,(213) 485-5148,1,34.095237,-118.20354
Recreation Center,MONTECITO HEIGHTS RECREATION CENTER,"4545 Homer St., Los Angeles, CA 90031",https://www.laparks.org/reccenter/montecito-heights,(213) 485-5148,1,34.095237,-118.20354
Senior Citizen Centers,MONTECITO HEIGHTS SENIOR CITIZEN CENTER,"4545 Homer St. Los Angeles, CA 90031",https://www.laparks.org/scc/montecito-heights,(213) 485-8550,1,34.095237,-118.20354
Parks,MOON CANYON PARK,"911 North Museum Drive, Los Angeles, CA 90065",https://www.laparks.org/park/moon-canyon,(213) 485-5572,1,34.1075825,-118.2137362
Parks,MOONSHINE CANYON PARK,"19900 W. Sesnon Blvd., Northridge, CA 91326",https://www.laparks.org/park/moonshine-canyon,(818) 756-8189,12,34.2888433,-118.5684906
Parks,MOORPARK PARK,"12061 Moorpark St., Studio City, CA 91604",https://www.laparks.org/park/moorpark,(818) 756-8189,4,34.1503717,-118.3961094
Parks,MOUNT CARMEL RECREATION CENTER,"830 W. 70th St., Los Angeles, CA 90044",https://www.laparks.org/reccenter/mount-carmel,(323) 789-2756,8,33.976349,-118.2877448
Recreation Center,MOUNT CARMEL RECREATION CENTER,"830 W. 70th St., Los Angeles, CA 90044",https://www.laparks.org/reccenter/mount-carmel,(323) 789-2756,8,33.976349,-118.2877448
Park Concert,MUSIC BY THE SEA,"3601 South Gaffey Street, San Pedro, CA 90731",https://www.laparks.org/music-sea,,15,33.7123818,-118.2941448
Outdoor Fitness,NORMAN O. HOUSTON PARK,"4800 South La Brea, Los Angeles, CA 90008",https://www.laparks.org/park/norman-o-houston,(323) 291-5928,8,33.9987657,-118.3580663
Parks,NORMAN O. HOUSTON PARK,"4800 South La Brea, Los Angeles, CA 90008",https://www.laparks.org/park/norman-o-houston,(323) 291-5928,8,33.9987657,-118.3580663
Recreation Center,NORMANDALE RECREATION CENTER,"22400 South Halldale Ave., Torrance, CA 90501",https://www.laparks.org/reccenter/normandale,(310) 328-3689,15,33.8228983,-118.3010894
Outdoor Fitness,NORMANDIE RECREATION CENTER,"1550 S. Normandie Ave., Los Angeles, CA 90006",https://www.laparks.org/reccenter/normandie,(323) 737-1181,1,34.044756,-118.3000858
Recreation Center,NORMANDIE RECREATION CENTER,"1550 S. Normandie Ave., Los Angeles, CA 90006",https://www.laparks.org/reccenter/normandie,(323) 737-1181,1,34.044756,-118.3000858
Parks,NORTH ATWATER PARK,"3900 W. Chevy Chase Dr., Los Angeles, CA 90039",https://www.laparks.org/park/north-atwater,(818) 243-1145,4,34.1338306,-118.2729882
Parks,NORTH HILLS COMMUNITY PARK,"8756 N. Parthenia, North Hills, CA 91343",https://www.laparks.org/park/north-hills-community,(818) 893-3700,6,34.2292824,-118.4659082
Summer Pool,NORTH HOLLYWOOD POOL,"5301 Tujunga Ave., North Hollywood, CA 91601",https://www.laparks.org/aquatic/summer/north-hollywood-pool,(818) 755-7654,2,34.166999,-118.3789907
Free Tennis,NORTH HOLLYWOOD RECREATION CENTER,"11430 Chandler Blvd., North Hollywood, CA 91601",https://www.laparks.org/reccenter/north-hollywood,(818) 763-7651,2,34.1674451,-118.3803567
Outdoor Fitness,NORTH HOLLYWOOD RECREATION CENTER,"11430 Chandler Blvd., North Hollywood, CA 91601",https://www.laparks.org/reccenter/north-hollywood,(818) 763-7651,2,34.1674451,-118.3803567
Recreation Center,NORTH HOLLYWOOD RECREATION CENTER,"11430 Chandler Blvd., North Hollywood, CA 91601",https://www.laparks.org/reccenter/north-hollywood,(818) 763-7651,2,34.1674451,-118.3803567
Splash Pads,NORTH HOLLYWOOD RECREATION CENTER,"11430 Chandler Blvd., North Hollywood, CA 91601",https://www.laparks.org/reccenter/north-hollywood,(818) 763-7651,2,34.1674451,-118.3803567
Skate Parks,NORTH HOLLYWOOD SKATE PARK,"11430 Chandler Blvd., North Hollywood, CA 91601",https://www.laparks.org/skatepark/north-hollywood-skate,(818) 763-7651,2,34.1674451,-118.3803567
Recreation Center,NORTH WEDDINGTON RECREATION CENTER,"10844 Acama St., Studio City, CA 91602",https://www.laparks.org/reccenter/north-weddington,(818) 506-1467,2,34.1457531,-118.3671282
Summer Pool,NORTHRIDGE POOL,"10058 Reseda Blvd. Northridge, CA 91324",https://www.laparks.org/aquatic/summer/northridge-pool,(818) 709-7475,2,34.2521369,-118.536071
Free Tennis,NORTHRIDGE RECREATION CENTER,"18300 Lemarsh St., Northridge, CA 91325",https://www.laparks.org/reccenter/northridge,(818) 349-7341,12,34.2541127,-118.5326314
Hiking,NORTHRIDGE RECREATION CENTER,"18300 Lemarsh St., Northridge, CA 91325",https://www.laparks.org/reccenter/northridge,(818) 349-7341,12,34.2541127,-118.5326314
Recreation Center,NORTHRIDGE RECREATION CENTER,"18300 Lemarsh St., Northridge, CA 91325",https://www.laparks.org/reccenter/northridge,(818) 349-7341,12,34.2541127,-118.5326314
Free Tennis,OAKWOOD RECREATION CENTER,"767 California Ave., Venice, CA 90291",https://www.laparks.org/reccenter/oakwood,(310) 452-7479,11,33.9946683,-118.4636357
Recreation Center,OAKWOOD RECREATION CENTER,"767 California Ave., Venice, CA 90291",https://www.laparks.org/reccenter/oakwood,(310) 452-7479,11,33.9946683,-118.4636357
Parks,O'MELVENY PARK,"17300 Sesnon Blvd., Granada Hills, CA 91344",https://www.laparks.org/park/omelveny,(818) 363-3556,12,34.3074288,-118.5107724
Outdoor Fitness,ORCHARD AVENUE PARK,"4600 South Orchard Avenue, Los Angeles, CA 90037",https://www.laparks.org/park/orchard-avenue-park,(213) 763-0114,9,34.001555,-118.288625
Parks,ORCHARD AVENUE PARK,"4600 South Orchard Avenue, Los Angeles, CA 90037",https://www.laparks.org/park/orchard-avenue-park,(213) 763-0114,9,34.001555,-118.288625
Banquet,ORCUTT RANCH HORTICULTURAL CENTER & COMMUNITY GARDEN,"23600 Roscoe Blvd., West Hills, CA 91304",https://www.laparks.org/horticulture/orcutt-ranch,(818) 346-7449,12,34.2183064,-118.6403857
Horticulture,ORCUTT RANCH HORTICULTURAL CENTER & COMMUNITY GARDEN,"23600 Roscoe Blvd., West Hills, CA 91304",https://www.laparks.org/horticulture/orcutt-ranch,(818) 346-7449,12,34.2183064,-118.6403857
Recreation Center,ORCUTT RANCH HORTICULTURAL CENTER & COMMUNITY GARDEN,"23600 Roscoe Blvd., West Hills, CA 91304",https://www.laparks.org/horticulture/orcutt-ranch,(818) 346-7449,12,34.2183064,-118.6403857
Outdoor Fitness,Oro Vista Park,"11101 Oro Vista Ave, Sunland-Tujunga, CA 91040",https://www.laparks.org/park/oro-vista-park,,7,34.270733,-118.3159248
Parks,Oro Vista Park,"11101 Oro Vista Ave, Sunland-Tujunga, CA 91040",https://www.laparks.org/park/oro-vista-park,,7,34.270733,-118.3159248
Playground,ORTHOPEADIC HOSPITAL,"2400 S. Flower St., Los Angeles, CA 90007",https://www.laparks.org/playgrounds/orthoUAPk,,9,34.027914,-118.2734572
Pay Tennis,PACIFIC PALISADES TENNIS COURT,"851 Alma Real Dr., Pacific Palisades, CA 90272",https://www.laparks.org/sports/tennis/facility/pacific-palisades,(310) 230-0495,11,34.0421839,-118.5245609
Tennis Court,PACIFIC PALISADES TENNIS COURT,"851 Alma Real Dr., Pacific Palisades, CA 90272",https://www.laparks.org/sports/tennis/facility/pacific-palisades,(310) 230-0495,11,34.0421839,-118.5245609
Recreation Center,PALISADES RECREATION CENTER,"851 Alma Real Dr., Pacific Palisades, CA 90272",https://www.laparks.org/reccenter/palisades,(310) 454-1412,11,34.0443667,-118.5248099
Outdoor Fitness,SAN PEDRO PLAZA PARK,"7000 S. Beacon St., San Pedro, CA 90731",https://www.laparks.org/park/san-pedro-plaza,(310) 548-7598,15,33.7360106,-118.2804649
Outdoor Fitness,PALMS RECREATION CENTER AKA ROSALIND WYMAN,"2950 Overland Ave., Los Angeles, CA 90064",https://www.laparks.org/reccenter/palms,(310) 838-3838,5,34.0331667,-118.4175967
Recreation Center,PALMS RECREATION CENTER AKA ROSALIND WYMAN,"2950 Overland Ave., Los Angeles, CA 90064",https://www.laparks.org/reccenter/palms,(310) 838-3838,5,34.0331667,-118.4175967
Outdoor Fitness,PAN PACIFIC PARK,"7600 Beverly Blvd., Los Angeles, CA 90036",https://www.laparks.org/park/pan-pacific,(323) 939-8874,5,34.0755802,-118.3541495
Parks,PAN PACIFIC PARK,"7600 Beverly Blvd., Los Angeles, CA 90036",https://www.laparks.org/park/pan-pacific,(323) 939-8874,5,34.0755802,-118.3541495
Splash Pads,PAN PACIFIC PARK,"7600 Beverly Blvd., Los Angeles, CA 90036",https://www.laparks.org/park/pan-pacific,(323) 939-8874,5,34.0755802,-118.3541495
Summer Pool,PAN PACIFIC PARK POOL,"141 S. Gardner St. Los Angeles, CA 90036",https://www.laparks.org/aquatic/summer/pan-pacific-park-pool,(323) 957-4524,4,34.0722811,-118.3532309
Playground,PAN PACIFIC PARK RECREATION CENTER,"7600 Beverly Blvd., Los Angeles, CA 90036",https://www.laparks.org/reccenter/pan-pacific,(323) 939-8874,5,34.0755802,-118.3541495
Recreation Center,PAN PACIFIC PARK RECREATION CENTER,"7600 Beverly Blvd., Los Angeles, CA 90036",https://www.laparks.org/reccenter/pan-pacific,(323) 939-8874,5,34.0755802,-118.3541495
Senior Citizen Centers,PAN PACIFIC SENIOR ACTIVITY CENTER,"141 S. Gardner Ave. Los Angeles, CA 90036",https://www.laparks.org/scc/pan-pacific-activity,(323) 935-5705,4,34.072166,-118.353495
Free Tennis,PANORAMA RECREATION CENTER,"8600 Hazeltine Ave., Panorama City, CA 91402",https://www.laparks.org/reccenter/panorama,(818) 893-3401,6,34.226616,-118.441659
Recreation Center,PANORAMA RECREATION CENTER,"8600 Hazeltine Ave., Panorama City, CA 91402",https://www.laparks.org/reccenter/panorama,(818) 893-3401,6,34.226616,-118.441659
Splash Pads,PANORAMA RECREATION CENTER,"8600 Hazeltine Ave., Panorama City, CA 91402",https://www.laparks.org/reccenter/panorama,(818) 893-3401,6,34.226616,-118.441659
Parks,PARK CENTER (GRIFFITH PARK),"4730 Crystal Springs Dr., Los Angeles, CA 90027",https://www.laparks.org/park/griffith-0,(818) 243-1145,4,34.1328173,-118.2835895
Ranger,PARK FILM OFFICE,"4730 Crystal Springs Dr., Los Angeles, CA 90027",https://www.laparks.org/ranger/park-film-office,(323) 644-6220,4,34.1425659,-118.2861657
Parks,PARTHENIA PARK,"21444 Parthenia St., Canoga Park, CA 91304",https://www.laparks.org/park/parthenia,(818) 756-8189,3,34.2279529,-118.5991028
Outdoor Fitness,PATTON STREET PARK,"327 Patton St Los Angeles, CA 90026",https://www.laparks.org/park/patton-street-park,(213) 485-4833,1,34.0659702,-118.2588022
Parks,PATTON STREET PARK,"327 Patton St Los Angeles, CA 90026",https://www.laparks.org/park/patton-street-park,(213) 485-4833,1,34.0659702,-118.2588022
Skate Parks,PAUL RODRIGUEZ SKATE PARK (AKA P-ROD Skate Park - Ritchie Valens),"10731 Laurel Canyon Blvd., Pacoima, CA 91331",https://www.laparks.org/skatepark/paul-rodriguez-skate,(818) 834-5172,7,34.2653878,-118.4391332
Summer Pool,PECAN POOL,"120 S. Gless St., Los Angeles, CA 90033",https://www.laparks.org/aquatic/summer/pecan-pool,(323) 526-3042,14,34.0467763,-118.2229369
Recreation Center,PECAN RECREATION CENTER,"145 S. Pecan St., Los Angeles, CA 90033",https://www.laparks.org/reccenter/pecan,(323) 262-2736,14,34.046874,-118.222328
Parks,PECK PARK,"560 North Western Ave., San Pedro, CA 90732",https://www.laparks.org/park/peck,(310) 548-7580,15,33.7469687,-118.3095217
Free Tennis,PECK PARK COMMUNITY CENTER,"560 North Western Ave., San Pedro, CA 90732",https://www.laparks.org/reccenter/peck-community,(310) 548-7580,15,33.7469687,-118.3095217
Recreation Center,PECK PARK COMMUNITY CENTER,"560 North Western Ave., San Pedro, CA 90732",https://www.laparks.org/reccenter/peck-community,(310) 548-7580,15,33.7469687,-118.3095217
Skate Parks,PECK PARK COMMUNITY CENTER,"560 North Western Ave., San Pedro, CA 90732",https://www.laparks.org/reccenter/peck-community,(310) 548-7580,15,33.7469687,-118.3095217
Year Round Pool,PECK PARK POOL,"560 N. Western Ave., San Pedro, CA 90732",https://www.laparks.org/aquatic/year-round/peck-pool,(310) 548-2434,15,33.7469687,-118.3095217
Skate Parks,PEDLOW SKATE PARK,"17328 Victory Blvd, Lake Balboa, CA 91406",https://www.laparks.org/skatepark/pedlow-skate,(818) 654-5296,6,34.1866247,-118.5104998
Golf,Penmar Golf Course,"1233 Rose Avenue Venice, CA 90291",https://www.laparks.org/golf/penmar-golf-course,,11,34.00687,-118.45807
Free Tennis,PENMAR RECREATION CENTER,"1341 Lake St., Venice, CA 90291",https://www.laparks.org/reccenter/penmar,310-396-8735 (Main) | 310-314-1815 (ASC/Little Learners),11,34.0065782,-118.4555809
Recreation Center,PENMAR RECREATION CENTER,"1341 Lake St., Venice, CA 90291",https://www.laparks.org/reccenter/penmar,310-396-8735 (Main) | 310-314-1815 (ASC/Little Learners),11,34.0065782,-118.4555809
Banquet,PERSHING SQUARE,"532 South Olive Street Los Angeles, CA 90013",https://www.laparks.org/pershing-square,(312) 847-4970,14,34.0492355,-118.2528893
Concert,PERSHING SQUARE,"532 South Olive Street Los Angeles, CA 90013",https://www.laparks.org/pershing-square,(312) 847-4970,14,34.0492355,-118.2528893
Historic,PERSHING SQUARE,"532 South Olive Street Los Angeles, CA 90013",https://www.laparks.org/pershing-square,(312) 847-4970,14,34.0492355,-118.2528893
Parks,PERSHING SQUARE PARK,"532 South Olive St., Los Angeles, CA 90013",https://www.laparks.org/park/pershing-square,(213) 847-4970,9,34.0492355,-118.2528893
Parks,PICO UNION VEST POCKET PARK,"1827 S. Hoover St., Los Angeles, CA 90006",https://www.laparks.org/park/pico-union-vest-pocket,(213) 485-4833,1,34.0411148,-118.2843339
Outdoor Fitness,POINSETTIA RECREATION CENTER,"7341 Willoughby Ave., Los Angeles, CA 90046",https://www.laparks.org/reccenter/poinsettia,"Office: (323) 876-5014. Pay Tennis Court: (323) 876-5237 (Open Monday - Friday: 8 am - 12 pm, and 5 pm - 9 pm. Saturday /Sunday: 8 am - 7 pm)",5,34.08737,-118.3499832
Pay Tennis,POINSETTIA RECREATION CENTER,"7341 Willoughby Ave., Los Angeles, CA 90046",https://www.laparks.org/reccenter/poinsettia,"Office: (323) 876-5014. Pay Tennis Court: (323) 876-5237 (Open Monday - Friday: 8 am - 12 pm, and 5 pm - 9 pm. Saturday /Sunday: 8 am - 7 pm)",5,34.08737,-118.3499832
Recreation Center,POINSETTIA RECREATION CENTER,"7341 Willoughby Ave., Los Angeles, CA 90046",https://www.laparks.org/reccenter/poinsettia,"Office: (323) 876-5014. Pay Tennis Court: (323) 876-5237 (Open Monday - Friday: 8 am - 12 pm, and 5 pm - 9 pm. Saturday /Sunday: 8 am - 7 pm)",5,34.08737,-118.3499832
Historic,Point Fermin Lighthouse Museum,"807 Paseo Del Mar San Pedro, Ca 90731",https://www.laparks.org/historic/point-fermin-lighthouse-museum,(310) 241-0684,15,33.7069575,-118.2934607
Museums,Point Fermin Lighthouse Museum,"807 Paseo Del Mar San Pedro, Ca 90731",https://www.laparks.org/historic/point-fermin-lighthouse-museum,(310) 241-0684,15,33.7069575,-118.2934607
Banquet,POINT FERMIN PARK,"807 Paseo Del Mar, San Pedro, CA 90731",https://www.laparks.org/park/point-fermin,(310) 548-7705,15,33.7069575,-118.2934607
Parks,POINT FERMIN PARK,"807 Paseo Del Mar, San Pedro, CA 90731",https://www.laparks.org/park/point-fermin,(310) 548-7705,15,33.7069575,-118.2934607
Parks,PORTER RIDGE PARK,"Reseda Boulevard and Sesnon Boulevard, Northridge, CA 91326",https://www.laparks.org/park/porter-ridge,(818) 756-8189,12,34.2974096,-118.5422249
Parks,POTRERO CANYON PARK,"Pacific Coast Highway, Opposite of Will Rogers State Beach, Los Angeles, CA",https://www.laparks.org/park/potrero-canyon,(310) 836-1040,11,34.0363954,-118.5239823
Parks,PROSPECT PARK,"Echandia Street & Judson Street, Los Angeles, CA 90033",https://www.laparks.org/park/prospect,(213) 485-4833,14,34.0537527,-118.2177572
Free Tennis,QUEEN ANNE RECREATION CENTER,"1240 West Blvd., Los Angeles, CA 90019",https://www.laparks.org/reccenter/queen-anne,(323) 857-1180,10,34.0504775,-118.332972
Recreation Center,QUEEN ANNE RECREATION CENTER,"1240 West Blvd., Los Angeles, CA 90019",https://www.laparks.org/reccenter/queen-anne,(323) 857-1180,10,34.0504775,-118.332972
Free Tennis,QUIMBY PARK,"7008 De Soto Ave Canoga Park, CA 91306",https://www.laparks.org/park/quimby,(818) 756-8189,3,34.1976856,-118.5884476
Parks,QUIMBY PARK,"7008 De Soto Ave Canoga Park, CA 91306",https://www.laparks.org/park/quimby,(818) 756-8189,3,34.1976856,-118.5884476
Recreation Center,"RAMON GARCIA RECREATION CENTER, MSGR. (Formerly Fresno Park Recreation Center)","1016 S. Fresno St., Los Angeles, CA 90023",https://www.laparks.org/reccenter/ramon-garcia-msgr,(323) 265-4755,14,34.0275346,-118.2068933
Recreation Center,RAMONA HALL COMMUNITY CENTER,"4580 North Figueroa St., Los Angeles, CA 90065",https://www.laparks.org/reccenter/ramona-hall-community,(323) 276-3021,1,34.0978377,-118.2052603
Free Tennis,RANCHO CIENEGA SPORTS COMPLEX,"5001 Rodeo Rd., Los Angeles, CA 90016",https://www.laparks.org/reccenter/rancho-cienega-sports-complex,(323) 290-2330,10,34.0219437,-118.3503669
Recreation Center,RANCHO CIENEGA SPORTS COMPLEX,"5001 Rodeo Rd., Los Angeles, CA 90016",https://www.laparks.org/reccenter/rancho-cienega-sports-complex,(323) 290-2330,10,34.0219437,-118.3503669
Golf,Rancho Park 3-Par Golf Course,"10460 W. Pico Blvd. Los Angeles, CA 90064",https://www.laparks.org/golf/rancho-park-3-par-golf-course,,5,34.04498,-118.41776
Golf,Rancho Park Golf Course,"10460 W. Pico Blvd. Los Angeles, CA 90064",https://www.laparks.org/golf/rancho-park-golf-course,,5,34.043557,-118.412232
Parks,RENA PARK,"510 Leland Ave., San Pedro, CA 90732",https://www.laparks.org/park/rena,(310) 548-7598,15,33.747698,-118.3007138
Playground,REN�E'S PLACE AT PAN PACIFIC PARK,"7600 Beverly Blvd., Los Angeles, CA 90036",https://www.laparks.org/playgrounds/panPacificUAPPk,,4,34.0755802,-118.3541495
Summer Pool,RESEDA PARK POOL,"18411 Victory Blvd., Reseda, CA 91335",https://www.laparks.org/aquatic/summer/reseda-park-pool,(818) 996-6834,3,34.1866331,-118.5341682
Free Tennis,RESEDA RECREATION CENTER,"18411 Victory Blvd., Reseda, CA 91335",https://www.laparks.org/reccenter/reseda,(818) 881-3882,3,34.1866331,-118.5341682
Recreation Center,RESEDA RECREATION CENTER,"18411 Victory Blvd., Reseda, CA 91335",https://www.laparks.org/reccenter/reseda,(818) 881-3882,3,34.1866331,-118.5341682
Parks,REYNIER PARK,"2803 Reynier Ave., Los Angeles, CA 90034",https://www.laparks.org/park/reynier,(310) 548-7643,10,34.0355404,-118.38646
Parks,RICHARD ALATORRE PARK,"Figueroa and 134 Freeway, Los Angeles, CA 90041",https://www.laparks.org/park/richard-alatorre,(213) 485-4833,14,34.143978,-118.184216
