,DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
736,200105477,01/22/2020 12:00:00 AM,01/18/2020 12:00:00 AM,1108,1,Central,152,2,624,BATTERY - SIMPLE ASSAULT,1822 0416,31,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,500 S  OLIVE                        ST,,34.0495,-118.2529
737,200105480,01/22/2020 12:00:00 AM,01/22/2020 12:00:00 AM,1430,1,Central,195,1,330,BURGLARY FROM VEHICLE,1307 1822 0329 0344 1609,28,F,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,SANTEE                       ST,14TH                         ST,34.0331,-118.2599
738,200105481,01/22/2020 12:00:00 AM,01/22/2020 12:00:00 AM,1755,1,Central,163,2,623,BATTERY POLICE (SIMPLE),0417 1822 1212,48,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,623.0,,,,700 S  BROADWAY,,34.0452,-118.2534
739,200105482,01/21/2020 12:00:00 AM,01/20/2020 12:00:00 AM,2100,1,Central,182,1,330,BURGLARY FROM VEHICLE,0344 1601 0321,25,M,H,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330.0,,,,400 W  9TH                          ST,,34.0437,-118.2582
740,200105483,01/22/2020 12:00:00 AM,01/21/2020 12:00:00 AM,1000,1,Central,118,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,54,M,H,101.0,STREET,,,IC,Invest Cont,420.0,,,,1700    NAUD                         ST,,34.0686,-118.2266
741,200105485,01/21/2020 12:00:00 AM,01/20/2020 12:00:00 AM,2000,1,Central,182,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1601 0321,37,F,H,108.0,PARKING LOT,,,IC,Invest Cont,420.0,,,,400 W  9TH                          ST,,34.0437,-118.2582
742,200105486,01/22/2020 12:00:00 AM,01/22/2020 12:00:00 AM,1200,1,Central,142,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,21,M,H,101.0,STREET,,,IC,Invest Cont,341.0,,,,4TH                          ST,HILL                         ST,34.0503,-118.2506
743,200105489,01/22/2020 12:00:00 AM,01/22/2020 12:00:00 AM,2010,1,Central,156,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443 0421 0913,28,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,500 S  SAN PEDRO                    ST,,34.0437,-118.2455
744,200105490,01/22/2020 12:00:00 AM,01/22/2020 12:00:00 AM,1810,1,Central,138,1,210,ROBBERY,0344 0355 1218 1822 0444 1268,46,F,O,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,4TH,TOWNE,34.0444,-118.2407
745,200105493,01/23/2020 12:00:00 AM,01/23/2020 12:00:00 AM,15,1,Central,195,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,0,X,X,413.0,FURNITURE STORE,,,IC,Invest Cont,740.0,,,,1800 S  BROADWAY,,34.0328,-118.2647
746,200105496,01/22/2020 12:00:00 AM,01/22/2020 12:00:00 AM,1950,1,Central,152,1,210,ROBBERY,0416 0429 2004 1822 0444 0344,23,F,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,600 S  GRAND                        AV,,34.0488,-118.2553
747,200204446,01/09/2020 12:00:00 AM,01/08/2020 12:00:00 AM,2300,2,Rampart,236,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,200 S  WESTLAKE                     AV,,34.0648,-118.2696
748,200105715,01/26/2020 12:00:00 AM,01/25/2020 12:00:00 AM,2114,1,Central,182,1,210,ROBBERY,0340 0334 0302 0355 0344 0377 1822,25,M,W,102.0,SIDEWALK,102.0,HAND GUN,IC,Invest Cont,210.0,,,,GRAND,PICO,34.0389,-118.2643
749,200105499,01/23/2020 12:00:00 AM,01/23/2020 12:00:00 AM,5,1,Central,154,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 1268 1218 2004 0431,52,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",512.0,MACE/PEPPER SPRAY,IC,Invest Cont,230.0,,,,100 W  5TH                          ST,,34.0467,-118.2485
750,200105507,01/22/2020 12:00:00 AM,01/22/2020 12:00:00 AM,1015,1,Central,152,2,762,LEWD CONDUCT,0528 0529 0910,34,F,B,835.0,7TH AND METRO CENTER (NOT LINE SPECIFIC),,,AA,Adult Arrest,762.0,,,,600 S  FIGUEROA                     ST,,34.0509,-118.2585
751,201114637,10/14/2020 12:00:00 AM,10/13/2020 12:00:00 AM,2200,11,Northeast,1184,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1600    ECHO PARK                    AV,,34.0815,-118.2546
752,201310061,04/27/2020 12:00:00 AM,04/27/2020 12:00:00 AM,1540,13,Newton,1353,1,210,ROBBERY,1822 0344 0371 0400 0906,17,M,B,301.0,GAS STATION,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,AVALON                       BL,45TH                         ST,34.0025,-118.2653
753,200105513,01/22/2020 12:00:00 AM,01/22/2020 12:00:00 AM,1902,1,Central,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 2004,35,M,B,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442.0,,,,700 W  7TH                          ST,,34.048,-118.2577
754,200204971,01/21/2020 12:00:00 AM,01/19/2020 12:00:00 AM,2030,2,Rampart,233,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,AO,Adult Other,510.0,,,,RAMPART,COUNCIL,34.071,-118.2759
755,200314858,07/28/2020 12:00:00 AM,07/27/2020 12:00:00 AM,2130,3,Southwest,319,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,AA,Adult Arrest,510.0,,,,2100    BONSALLO                     AV,,34.0323,-118.2776
756,200105519,01/23/2020 12:00:00 AM,01/22/2020 12:00:00 AM,1700,1,Central,157,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,6TH                          ST,SAN PEDRO,34.0423,-118.2452
757,200105521,01/23/2020 12:00:00 AM,01/23/2020 12:00:00 AM,145,1,Central,119,2,888,TRESPASSING,0910 1501 2004,0,X,X,834.0,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,888.0,,,,800 N  ALAMEDA                      ST,,34.0563,-118.2374
758,200105522,01/22/2020 12:00:00 AM,01/22/2020 12:00:00 AM,1530,1,Central,162,1,330,BURGLARY FROM VEHICLE,1307 0329 1822 1609 0344,37,M,A,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,9TH                          ST,OLIVE                        ST,34.0437,-118.2582
759,200911049,06/15/2020 12:00:00 AM,06/09/2020 12:00:00 AM,1025,9,Van Nuys,963,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394 0344,35,F,W,119.0,"PORCH, RESIDENTIAL",,,IC,Invest Cont,440.0,,,,KESTER                       AV,MAGNOLIA                     BL,34.1649,-118.4574
760,210206385,03/01/2021 12:00:00 AM,09/01/2020 12:00:00 AM,400,2,Rampart,248,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0602 0913 1251 1258 0400 0500 0522 2034 0556,9,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812.0,860.0,,,400    HARTFORD                     AV,,34.057,-118.2635
761,200105525,01/22/2020 12:00:00 AM,01/21/2020 12:00:00 AM,2026,1,Central,161,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,X,X,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442.0,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
762,200105528,01/22/2020 12:00:00 AM,01/21/2020 12:00:00 AM,1400,1,Central,123,1,480,BIKE - STOLEN,0397 0344,64,M,W,738.0,LIBRARY,,,IC,Invest Cont,480.0,,,,300 W  1ST                          ST,,34.0537,-118.2455
763,200105529,01/22/2020 12:00:00 AM,01/17/2020 12:00:00 AM,2330,1,Central,159,1,330,BURGLARY FROM VEHICLE,1609 0344,43,F,F,101.0,STREET,,,IC,Invest Cont,330.0,,,,E  4TH                          ST,S  ALAMEDA                      ST,34.0433,-118.2381
764,200105531,01/23/2020 12:00:00 AM,01/23/2020 12:00:00 AM,715,1,Central,195,2,624,BATTERY - SIMPLE ASSAULT,0416 1822 1266 2004,29,M,H,210.0,RESTAURANT/FAST FOOD,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,1600 S  BROADWAY,,34.0342,-118.2636
765,200517895,12/16/2020 12:00:00 AM,12/16/2020 12:00:00 AM,2125,5,Harbor,526,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0432 0443 0913,40,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,AO,Adult Other,930.0,,,,900 N  FRIES                        AV,,33.7815,-118.265
766,200105535,01/23/2020 12:00:00 AM,01/17/2020 12:00:00 AM,1100,1,Central,162,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 0377 1822 0344,44,F,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,440.0,,,,800 S  FLOWER                       ST,,34.0473,-118.2601
767,200105538,01/23/2020 12:00:00 AM,01/22/2020 12:00:00 AM,1255,1,Central,111,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394 1822 0344,38,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,600 N  HILL                         ST,,34.0591,-118.2412
768,200105540,01/23/2020 12:00:00 AM,01/23/2020 12:00:00 AM,750,1,Central,132,2,860,BATTERY WITH SEXUAL CONTACT,1822 0448,32,F,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860.0,,,,1ST                          ST,HILL,34.0544,-118.2466
769,200506494,02/27/2020 12:00:00 AM,02/25/2020 12:00:00 AM,1530,5,Harbor,551,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0416 0432 0913 1243 1813 2000 0447,53,F,W,501.0,SINGLE FAMILY DWELLING,306.0,ROCK/THROWN OBJECT,AA,Adult Arrest,236.0,,,,1500 S  WEYMOUTH                     PL,,33.7421,-118.3102
770,200105547,01/23/2020 12:00:00 AM,01/23/2020 12:00:00 AM,1140,1,Central,162,2,946,OTHER MISCELLANEOUS CRIME,,40,M,H,108.0,PARKING LOT,,,IC,Invest Cont,946.0,998.0,,,700 S  HILL                         ST,,34.0462,-118.2585
771,200105548,01/23/2020 12:00:00 AM,01/20/2020 12:00:00 AM,2120,1,Central,138,1,330,BURGLARY FROM VEHICLE,1307 0329 1822 1609 0344,23,F,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,3RD                          ST,ALAMEDA,34.0455,-118.2381
772,200105549,01/23/2020 12:00:00 AM,01/10/2020 12:00:00 AM,1100,1,Central,131,1,310,BURGLARY,0344 1822 0397 1602,25,M,W,221.0,PUBLIC STORAGE,,,IC,Invest Cont,310.0,,,,100 S  FIGUEROA                     ST,,34.0569,-118.254
773,200105550,01/23/2020 12:00:00 AM,01/23/2020 12:00:00 AM,1145,1,Central,158,2,624,BATTERY - SIMPLE ASSAULT,0416 1218 2004,58,F,H,517.0,MISSIONS/SHELTERS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,6TH                          ST,GLADYS,34.0403,-118.2421
774,201215546,06/28/2020 12:00:00 AM,06/28/2020 12:00:00 AM,1400,12,77th Street,1248,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0913 1820 0344 1202,68,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,800 W  68TH                         ST,,33.9782,-118.2893
775,200105553,01/23/2020 12:00:00 AM,01/23/2020 12:00:00 AM,800,1,Central,119,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,45,M,W,203.0,OTHER BUSINESS,,,IC,Invest Cont,740.0,,,,900 N  VIGNES                       ST,,34.0566,-118.2319
776,200105554,01/23/2020 12:00:00 AM,01/23/2020 12:00:00 AM,100,1,Central,105,1,310,BURGLARY,1607 0344 1822 1414 1602,30,F,O,203.0,OTHER BUSINESS,,,IC,Invest Cont,310.0,,,,1000 N  BROADWAY,,34.0714,-118.2329
777,200105556,01/23/2020 12:00:00 AM,01/16/2020 12:00:00 AM,1540,1,Central,123,2,624,BATTERY - SIMPLE ASSAULT,0416 1822,65,F,B,710.0,OTHER PREMISE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,200 W  TEMPLE                       ST,,34.0549,-118.2426
778,200105558,01/23/2020 12:00:00 AM,01/23/2020 12:00:00 AM,1145,1,Central,111,1,350,"THEFT, PERSON",2004 0344,90,F,O,102.0,SIDEWALK,,,IC,Invest Cont,350.0,,,,BROADWAY                     ST,CESAR E CHAVEZ,34.0604,-118.2393
779,200105564,01/18/2020 12:00:00 AM,01/17/2020 12:00:00 AM,2300,1,Central,195,1,330,BURGLARY FROM VEHICLE,1307 0344 0352,21,M,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,17TH                         ST,MAIN                         ST,34.0329,-118.2632
780,211004055,01/01/2021 12:00:00 AM,12/30/2020 12:00:00 AM,1700,10,West Valley,1033,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 0377 1402,38,M,O,101.0,STREET,,,AA,Adult Arrest,420.0,998.0,,,6200    WILBUR                       AV,,34.183,-118.5447
781,200105571,01/21/2020 12:00:00 AM,01/21/2020 12:00:00 AM,800,1,Central,161,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2034,29,M,H,101.0,STREET,,,IC,Invest Cont,440.0,,,,7TH                          ST,FIGUEROA,34.0499,-118.2614
782,200105574,01/23/2020 12:00:00 AM,01/23/2020 12:00:00 AM,1221,1,Central,159,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),1822 2032 0325,26,M,H,406.0,OTHER STORE,,,AO,Adult Other,343.0,,,,600    IMPERIAL                     ST,,34.0382,-118.2316
783,200122215,12/10/2020 12:00:00 AM,12/08/2020 12:00:00 AM,2000,1,Central,156,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0532 0515 1218 2004 0913,55,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,815.0,,,,500    SAN JULIAN                   ST,,34.0446,-118.245
784,200105577,01/23/2020 12:00:00 AM,01/23/2020 12:00:00 AM,930,1,Central,152,2,624,BATTERY - SIMPLE ASSAULT,0416 1822,52,F,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,5TH,OLIVE,34.0495,-118.2529
785,200105578,01/22/2020 12:00:00 AM,01/21/2020 12:00:00 AM,1730,1,Central,147,1,310,BURGLARY,1822 1607 0344,60,M,A,406.0,OTHER STORE,,,IC,Invest Cont,310.0,,,,400    WALL                         ST,,34.0464,-118.2447
786,200218310,12/07/2020 12:00:00 AM,12/05/2020 12:00:00 AM,1745,2,Rampart,249,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,AO,Adult Other,510.0,,,,1000    WILSHIRE                     BL,,34.0519,-118.2624
787,200105581,01/24/2020 12:00:00 AM,01/24/2020 12:00:00 AM,25,1,Central,145,1,210,ROBBERY,1309 0416 0429 0344 1822,33,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,LOS ANGELES,WINSTON,34.0461,-118.2476
788,200105583,01/23/2020 12:00:00 AM,01/23/2020 12:00:00 AM,1715,1,Central,162,1,350,"THEFT, PERSON",0345 1822 0344 1308,38,F,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350.0,,,,7TH,OLIVE,34.0473,-118.2566
789,201012706,09/03/2020 12:00:00 AM,07/27/2020 12:00:00 AM,700,10,West Valley,1008,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1501,46,M,H,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,845.0,,,,8100 N  BALBOA                       PL,,34.2179,-118.5014
790,200105585,01/23/2020 12:00:00 AM,01/22/2020 12:00:00 AM,2230,1,Central,154,1,330,BURGLARY FROM VEHICLE,1822 1300 1606 0344,63,F,W,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,100 E  6TH                          ST,,34.046,-118.2493
791,200105586,01/23/2020 12:00:00 AM,01/23/2020 12:00:00 AM,1610,1,Central,105,2,624,BATTERY - SIMPLE ASSAULT,0913 0416,34,M,H,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624.0,,,,500    CASANOVA                     ST,,34.0734,-118.2305
792,220614831,08/18/2022 12:00:00 AM,08/17/2020 12:00:00 AM,1200,6,Hollywood,666,2,354,THEFT OF IDENTITY,1822 1501 0930 2004,28,M,H,102.0,SIDEWALK,,,IC,Invest Cont,354.0,,,,1900    TRANSIENT,,34.0944,-118.3277
793,201111473,07/15/2020 12:00:00 AM,07/15/2020 12:00:00 AM,1134,11,Northeast,1117,2,661,UNAUTHORIZED COMPUTER ACCESS,1904 1914 1822 1911,40,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,661.0,,,,4600    ELLENWOOD                    DR,,34.1293,-118.219
794,201009044,05/15/2020 12:00:00 AM,05/13/2020 12:00:00 AM,1315,10,West Valley,1049,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1822 1606,0,M,W,104.0,DRIVEWAY,,,IC,Invest Cont,331.0,,,,16800    BURBANK                      BL,,34.1718,-118.4993
795,200105591,01/24/2020 12:00:00 AM,01/24/2020 12:00:00 AM,45,1,Central,152,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0419 0913,29,M,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,6TH,HOPE,34.0495,-118.2563
796,200105592,01/24/2020 12:00:00 AM,01/23/2020 12:00:00 AM,345,1,Central,182,1,330,BURGLARY FROM VEHICLE,1307 0329 1822 1609 0344,36,M,W,108.0,PARKING LOT,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330.0,,,,900 S  FIGUEROA                     ST,,34.0462,-118.2628
797,200806568,02/27/2020 12:00:00 AM,02/20/2020 12:00:00 AM,1200,8,West LA,852,1,480,BIKE - STOLEN,0344 0346 1822,35,M,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,480.0,,,,1500    BARRY                        AV,,34.045,-118.4557
798,200105596,01/24/2020 12:00:00 AM,01/23/2020 12:00:00 AM,1000,1,Central,119,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307 1609 1822,52,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,900 N  VIGNES                       ST,,34.0566,-118.2319
799,200105599,01/24/2020 12:00:00 AM,01/23/2020 12:00:00 AM,2050,1,Central,161,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 1813,48,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,PASADENA                     FY,8TH                          ST,34.0483,-118.2631
800,200105601,01/23/2020 12:00:00 AM,01/23/2020 12:00:00 AM,2030,1,Central,111,2,625,OTHER ASSAULT,0356 2004 1266 1822,35,M,H,109.0,PARK/PLAYGROUND,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,625.0,,,,100    PASEO DE LA PLAZA,,34.0615,-118.2412
801,200105602,01/24/2020 12:00:00 AM,01/24/2020 12:00:00 AM,100,1,Central,166,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1218 1414 2000 1814,53,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,600 S  SAN PEDRO                    ST,,34.0421,-118.2469
802,200105604,01/24/2020 12:00:00 AM,01/24/2020 12:00:00 AM,630,1,Central,166,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0377 1822 1218 2032 0344,32,M,B,517.0,MISSIONS/SHELTERS,,,IC,Invest Cont,440.0,,,,600 S  SAN PEDRO                    ST,,34.0421,-118.2469
803,200609150,04/16/2020 12:00:00 AM,04/16/2020 12:00:00 AM,1900,6,Hollywood,648,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1822,26,F,O,104.0,DRIVEWAY,,,IC,Invest Cont,420.0,,,,1500 N  SAINT ANDREWS                PL,,34.0981,-118.3114
804,211415778,07/29/2021 12:00:00 AM,08/02/2020 12:00:00 AM,209,14,Pacific,1444,1,121,"RAPE, FORCIBLE",0527 0913 0940 0509 2002 0540 0513 0516 0551 1814,20,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121.0,,,,3200    CARTER                       AV,,33.9868,-118.4451
805,200105608,01/24/2020 12:00:00 AM,01/24/2020 12:00:00 AM,845,1,Central,142,2,860,BATTERY WITH SEXUAL CONTACT,1822 0522 0305 0400 0448 1402 1414,34,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,860.0,,,,OLIVE,2ND                          ST,34.0519,-118.2531
806,200105609,01/24/2020 12:00:00 AM,01/24/2020 12:00:00 AM,845,1,Central,142,2,860,BATTERY WITH SEXUAL CONTACT,1402 1414 0400 0522 1822 0305 0448,39,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,860.0,,,,OLIVE,2ND                          ST,34.0519,-118.2531
807,200105610,01/24/2020 12:00:00 AM,01/24/2020 12:00:00 AM,800,1,Central,166,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0416 1218 0421 0319,55,M,W,101.0,STREET,207.0,OTHER KNIFE,IC,Invest Cont,230.0,,,,SAN JULIAN,6TH                          ST,34.0412,-118.2474
808,200105612,01/24/2020 12:00:00 AM,01/24/2020 12:00:00 AM,1015,1,Central,155,2,624,BATTERY - SIMPLE ASSAULT,0305 0416 1822 1218,49,M,A,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624.0,,,,5TH,WALL,34.0449,-118.2458
809,200105619,01/24/2020 12:00:00 AM,01/24/2020 12:00:00 AM,1300,1,Central,157,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0910 2004 1307,49,M,W,101.0,STREET,,,IC,Invest Cont,745.0,,,,500    CROCKER                      ST,,34.0435,-118.2427
810,210917704,12/17/2021 12:00:00 AM,12/25/2020 12:00:00 AM,1200,9,Van Nuys,939,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906 2041,23,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,956.0,,,,6000    FULTON                       AV,,34.1794,-118.4225
811,200105626,01/24/2020 12:00:00 AM,01/17/2020 12:00:00 AM,1900,1,Central,135,1,351,PURSE SNATCHING,0377 1822 0304 0346,26,F,O,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,351.0,,,,3RD,LOS ANGELES,34.0485,-118.2447
812,200105628,01/24/2020 12:00:00 AM,01/05/2020 12:00:00 AM,2000,1,Central,155,1,220,ATTEMPTED ROBBERY,1202 1822 1218 1238 0337 0416 0448,85,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220.0,,,,6TH,WALL,34.0435,-118.2471
813,200105630,01/24/2020 12:00:00 AM,01/24/2020 12:00:00 AM,1455,1,Central,122,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1310 1309 0329 0919 0447,49,F,W,122.0,"VEHICLE, PASSENGER/TRUCK",212.0,BOTTLE,IC,Invest Cont,745.0,,,,100 N  HILL                         ST,,34.0572,-118.2481
814,200408039,04/17/2020 12:00:00 AM,04/17/2020 12:00:00 AM,1,4,Hollenbeck,417,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0913 1243 1814 0447,37,M,H,504.0,OTHER RESIDENCE,500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,236.0,,,,4300    RAYNOL                       ST,,34.0832,-118.1933
815,200105632,01/24/2020 12:00:00 AM,01/24/2020 12:00:00 AM,805,1,Central,143,2,860,BATTERY WITH SEXUAL CONTACT,1822 0448 0522,59,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860.0,,,,3RD,HILL,34.0488,-118.25
816,211716180,12/15/2021 12:00:00 AM,07/15/2020 12:00:00 AM,1200,17,Devonshire,1797,1,510,VEHICLE - STOLEN,,0,,,121.0,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,510.0,,,,16400    RAYEN                        ST,,34.2321,-118.4906
817,200105634,01/24/2020 12:00:00 AM,01/24/2020 12:00:00 AM,1500,1,Central,139,1,480,BIKE - STOLEN,1218 1822 0344 0397,57,F,O,102.0,SIDEWALK,,,IC,Invest Cont,480.0,,,,800 E  4TH                          PL,,34.0454,-118.2333
818,200105635,01/24/2020 12:00:00 AM,01/24/2020 12:00:00 AM,900,1,Central,156,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1218 0344,81,F,H,102.0,SIDEWALK,,,IC,Invest Cont,440.0,,,,6TH,SAN PEDRO,34.0423,-118.2452
819,200105637,01/24/2020 12:00:00 AM,01/23/2020 12:00:00 AM,1145,1,Central,158,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 1218 0377 0913 1817 0344,28,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,440.0,,,,500    CERES                        AV,,34.0416,-118.2398
